ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPWEE1,,2020-01-19,Under 30,,,10,Number,Registered deaths,0
CPWEE1,,2020-01-26,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2020-01-26,60 to 79,,,209,Number,Registered deaths,0
CPWEE1,,2020-01-26,80 and over,,,312,Number,Registered deaths,0
CPWEE1,,2020-01-26,Total,,,610,Number,Registered deaths,0
CPWEE1,,2020-01-26,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2020-02-02,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2020-02-02,60 to 79,,,211,Number,Registered deaths,0
CPWEE1,,2020-02-02,80 and over,,,306,Number,Registered deaths,0
CPWEE1,,2020-02-02,Total,,,615,Number,Registered deaths,0
CPWEE1,,2020-02-02,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2020-02-09,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2020-02-09,60 to 79,,,191,Number,Registered deaths,0
CPWEE1,,2020-02-09,80 and over,,,307,Number,Registered deaths,0
CPWEE1,,2020-02-09,Total,,,588,Number,Registered deaths,0
CPWEE1,,2020-02-09,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2020-02-16,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2020-02-16,60 to 79,,,231,Number,Registered deaths,0
CPWEE1,,2020-02-16,80 and over,,,301,Number,Registered deaths,0
CPWEE1,,2020-02-16,Total,,,618,Number,Registered deaths,0
CPWEE1,,2020-02-16,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2020-02-23,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2020-02-23,60 to 79,,,209,Number,Registered deaths,0
CPWEE1,,2020-02-23,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2020-02-23,Total,,,622,Number,Registered deaths,0
CPWEE1,,2020-02-23,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2020-03-01,30 to 59,,,63,Number,Registered deaths,0
CPWEE1,,2020-03-01,60 to 79,,,202,Number,Registered deaths,0
CPWEE1,,2020-03-01,80 and over,,,318,Number,Registered deaths,0
CPWEE1,,2020-03-01,Total,,,595,Number,Registered deaths,0
CPWEE1,,2020-03-01,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2020-03-08,30 to 59,,,61,Number,Registered deaths,0
CPWEE1,,2020-03-08,60 to 79,,,226,Number,Registered deaths,0
CPWEE1,,2020-03-08,80 and over,,,311,Number,Registered deaths,0
CPWEE1,,2020-03-08,Total,,,611,Number,Registered deaths,0
CPWEE1,,2020-03-08,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2020-03-15,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2020-03-15,60 to 79,,,202,Number,Registered deaths,0
CPWEE1,,2020-03-15,80 and over,,,302,Number,Registered deaths,0
CPWEE1,,2020-03-15,Total,,,601,Number,Registered deaths,0
CPWEE1,,2020-03-15,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2020-03-22,30 to 59,,,74,Number,Registered deaths,0
CPWEE1,,2020-03-22,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2020-03-22,80 and over,,,312,Number,Registered deaths,0
CPWEE1,,2020-03-22,Total,,,619,Number,Registered deaths,0
CPWEE1,,2020-03-22,Under 30,,,28,Number,Registered deaths,0
CPWEE1,,2020-03-29,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2020-03-29,60 to 79,,,213,Number,Registered deaths,0
CPWEE1,,2020-03-29,80 and over,,,312,Number,Registered deaths,0
CPWEE1,,2020-03-29,Total,,,613,Number,Registered deaths,0
CPWEE1,,2020-03-29,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2020-04-05,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2020-04-05,60 to 79,,,222,Number,Registered deaths,0
CPWEE1,,2020-04-05,80 and over,,,319,Number,Registered deaths,0
CPWEE1,,2020-04-05,Total,,,628,Number,Registered deaths,0
CPWEE1,,2020-04-05,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2020-04-12,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2020-04-12,60 to 79,,,252,Number,Registered deaths,0
CPWEE1,,2020-04-12,80 and over,,,320,Number,Registered deaths,0
CPWEE1,,2020-04-12,Total,,,651,Number,Registered deaths,0
CPWEE1,,2020-04-12,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2020-04-19,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2020-04-19,60 to 79,,,237,Number,Registered deaths,0
CPWEE1,,2020-04-19,80 and over,,,345,Number,Registered deaths,0
CPWEE1,,2020-04-19,Total,,,663,Number,Registered deaths,0
CPWEE1,,2020-04-19,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2020-04-26,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2020-04-26,60 to 79,,,198,Number,Registered deaths,0
CPWEE1,,2020-04-26,80 and over,,,341,Number,Registered deaths,0
CPWEE1,,2020-04-26,Total,,,633,Number,Registered deaths,0
CPWEE1,,2020-04-26,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2020-05-03,30 to 59,,,58,Number,Registered deaths,0
CPWEE1,,2020-05-03,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2020-05-03,80 and over,,,292,Number,Registered deaths,0
CPWEE1,,2020-05-03,Total,,,561,Number,Registered deaths,0
CPWEE1,,2020-05-03,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2020-05-10,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2020-05-10,60 to 79,,,215,Number,Registered deaths,0
CPWEE1,,2020-05-10,80 and over,,,324,Number,Registered deaths,0
CPWEE1,,2020-05-10,Total,,,629,Number,Registered deaths,0
CPWEE1,,2020-05-10,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2020-05-17,30 to 59,,,63,Number,Registered deaths,0
CPWEE1,,2020-05-17,60 to 79,,,230,Number,Registered deaths,0
CPWEE1,,2020-05-17,80 and over,,,312,Number,Registered deaths,0
CPWEE1,,2020-05-17,Total,,,617,Number,Registered deaths,0
CPWEE1,,2020-05-17,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2020-05-24,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2020-05-24,60 to 79,,,218,Number,Registered deaths,0
CPWEE1,,2020-05-24,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2020-05-24,Total,,,608,Number,Registered deaths,0
CPWEE1,,2020-05-24,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2020-05-31,30 to 59,,,60,Number,Registered deaths,0
CPWEE1,,2020-05-31,60 to 79,,,232,Number,Registered deaths,0
CPWEE1,,2020-05-31,80 and over,,,292,Number,Registered deaths,0
CPWEE1,,2020-05-31,Total,,,603,Number,Registered deaths,0
CPWEE1,,2020-05-31,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2020-06-07,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2020-06-07,60 to 79,,,227,Number,Registered deaths,0
CPWEE1,,2020-06-07,80 and over,,,306,Number,Registered deaths,0
CPWEE1,,2020-06-07,Total,,,623,Number,Registered deaths,0
CPWEE1,,2020-06-07,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2020-06-14,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2020-06-14,60 to 79,,,202,Number,Registered deaths,0
CPWEE1,,2020-06-14,80 and over,,,352,Number,Registered deaths,0
CPWEE1,,2020-06-14,Total,,,643,Number,Registered deaths,0
CPWEE1,,2020-06-14,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2020-06-21,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2020-06-21,60 to 79,,,195,Number,Registered deaths,0
CPWEE1,,2020-06-21,80 and over,,,360,Number,Registered deaths,0
CPWEE1,,2020-06-21,Total,,,642,Number,Registered deaths,0
CPWEE1,,2020-06-21,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2020-06-28,30 to 59,,,63,Number,Registered deaths,0
CPWEE1,,2020-06-28,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2020-06-28,80 and over,,,319,Number,Registered deaths,0
CPWEE1,,2020-06-28,Total,,,621,Number,Registered deaths,0
CPWEE1,,2020-06-28,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2020-07-05,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2020-07-05,60 to 79,,,228,Number,Registered deaths,0
CPWEE1,,2020-07-05,80 and over,,,307,Number,Registered deaths,0
CPWEE1,,2020-07-05,Total,,,618,Number,Registered deaths,0
CPWEE1,,2020-07-05,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2020-07-12,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2020-07-12,60 to 79,,,206,Number,Registered deaths,0
CPWEE1,,2020-07-12,80 and over,,,323,Number,Registered deaths,0
CPWEE1,,2020-07-12,Total,,,617,Number,Registered deaths,0
CPWEE1,,2020-07-12,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2020-07-19,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2020-07-19,60 to 79,,,240,Number,Registered deaths,0
CPWEE1,,2020-07-19,80 and over,,,373,Number,Registered deaths,0
CPWEE1,,2020-07-19,Total,,,693,Number,Registered deaths,0
CPWEE1,,2020-07-19,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2020-07-26,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2020-07-26,60 to 79,,,260,Number,Registered deaths,0
CPWEE1,,2020-07-26,80 and over,,,326,Number,Registered deaths,0
CPWEE1,,2020-07-26,Total,,,683,Number,Registered deaths,0
CPWEE1,,2020-07-26,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2020-08-02,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2020-08-02,60 to 79,,,259,Number,Registered deaths,0
CPWEE1,,2020-08-02,80 and over,,,338,Number,Registered deaths,0
CPWEE1,,2020-08-02,Total,,,676,Number,Registered deaths,0
CPWEE1,,2020-08-02,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2020-08-09,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2020-08-09,60 to 79,,,227,Number,Registered deaths,0
CPWEE1,,2020-08-09,80 and over,,,334,Number,Registered deaths,0
CPWEE1,,2020-08-09,Total,,,643,Number,Registered deaths,0
CPWEE1,,2020-08-09,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2020-08-16,30 to 59,,,53,Number,Registered deaths,0
CPWEE1,,2020-08-16,60 to 79,,,222,Number,Registered deaths,0
CPWEE1,,2020-08-16,80 and over,,,347,Number,Registered deaths,0
CPWEE1,,2020-08-16,Total,,,634,Number,Registered deaths,0
CPWEE1,,2020-08-16,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2020-08-23,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2020-08-23,60 to 79,,,216,Number,Registered deaths,0
CPWEE1,,2020-08-23,80 and over,,,356,Number,Registered deaths,0
CPWEE1,,2020-08-23,Total,,,656,Number,Registered deaths,0
CPWEE1,,2020-08-23,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2020-08-30,30 to 59,,,74,Number,Registered deaths,0
CPWEE1,,2020-08-30,60 to 79,,,227,Number,Registered deaths,0
CPWEE1,,2020-08-30,80 and over,,,283,Number,Registered deaths,0
CPWEE1,,2020-08-30,Total,,,601,Number,Registered deaths,0
CPWEE1,,2020-08-30,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2020-09-06,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2020-09-06,60 to 79,,,227,Number,Registered deaths,0
CPWEE1,,2020-09-06,80 and over,,,319,Number,Registered deaths,0
CPWEE1,,2020-09-06,Total,,,630,Number,Registered deaths,0
CPWEE1,,2020-09-06,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2020-09-13,30 to 59,,,56,Number,Registered deaths,0
CPWEE1,,2020-09-13,60 to 79,,,235,Number,Registered deaths,0
CPWEE1,,2020-09-13,80 and over,,,316,Number,Registered deaths,0
CPWEE1,,2020-09-13,Total,,,623,Number,Registered deaths,0
CPWEE1,,2020-09-13,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2020-09-20,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2020-09-20,60 to 79,,,224,Number,Registered deaths,0
CPWEE1,,2020-09-20,80 and over,,,289,Number,Registered deaths,0
CPWEE1,,2020-09-20,Total,,,606,Number,Registered deaths,0
CPWEE1,,2020-09-20,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2020-09-27,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2020-09-27,60 to 79,,,212,Number,Registered deaths,0
CPWEE1,,2020-09-27,80 and over,,,316,Number,Registered deaths,0
CPWEE1,,2020-09-27,Total,,,611,Number,Registered deaths,0
CPWEE1,,2020-09-27,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2020-10-04,30 to 59,,,88,Number,Registered deaths,0
CPWEE1,,2020-10-04,60 to 79,,,232,Number,Registered deaths,0
CPWEE1,,2020-10-04,80 and over,,,315,Number,Registered deaths,0
CPWEE1,,2020-10-04,Total,,,651,Number,Registered deaths,0
CPWEE1,,2020-10-04,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2020-10-11,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2020-10-11,60 to 79,,,224,Number,Registered deaths,0
CPWEE1,,2020-10-11,80 and over,,,298,Number,Registered deaths,0
CPWEE1,,2020-10-11,Total,,,609,Number,Registered deaths,0
CPWEE1,,2020-10-11,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2020-10-18,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2020-10-18,60 to 79,,,226,Number,Registered deaths,0
CPWEE1,,2020-10-18,80 and over,,,312,Number,Registered deaths,0
CPWEE1,,2020-10-18,Total,,,615,Number,Registered deaths,0
CPWEE1,,2020-10-18,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2020-10-25,30 to 59,,,87,Number,Registered deaths,0
CPWEE1,,2020-10-25,60 to 79,,,236,Number,Registered deaths,0
CPWEE1,,2020-10-25,80 and over,,,339,Number,Registered deaths,0
CPWEE1,,2020-10-25,Total,,,689,Number,Registered deaths,0
CPWEE1,,2020-10-25,Under 30,,,27,Number,Registered deaths,0
CPWEE1,,2020-11-01,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2020-11-01,60 to 79,,,210,Number,Registered deaths,0
CPWEE1,,2020-11-01,80 and over,,,281,Number,Registered deaths,0
CPWEE1,,2020-11-01,Total,,,584,Number,Registered deaths,0
CPWEE1,,2020-11-01,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2020-11-08,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2020-11-08,60 to 79,,,228,Number,Registered deaths,0
CPWEE1,,2020-11-08,80 and over,,,323,Number,Registered deaths,0
CPWEE1,,2020-11-08,Total,,,631,Number,Registered deaths,0
CPWEE1,,2020-11-08,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2020-11-15,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2020-11-15,60 to 79,,,211,Number,Registered deaths,0
CPWEE1,,2020-11-15,80 and over,,,297,Number,Registered deaths,0
CPWEE1,,2020-11-15,Total,,,586,Number,Registered deaths,0
CPWEE1,,2020-11-15,Under 30,,,9,Number,Registered deaths,0
CPWEE1,,2020-11-22,30 to 59,,,83,Number,Registered deaths,0
CPWEE1,,2020-11-22,60 to 79,,,226,Number,Registered deaths,0
CPWEE1,,2020-11-22,80 and over,,,288,Number,Registered deaths,0
CPWEE1,,2020-11-22,Total,,,612,Number,Registered deaths,0
CPWEE1,,2020-11-22,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2020-11-29,30 to 59,,,83,Number,Registered deaths,0
CPWEE1,,2020-11-29,60 to 79,,,234,Number,Registered deaths,0
CPWEE1,,2020-11-29,80 and over,,,317,Number,Registered deaths,0
CPWEE1,,2020-11-29,Total,,,650,Number,Registered deaths,0
CPWEE1,,2020-11-29,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2020-12-06,30 to 59,,,92,Number,Registered deaths,0
CPWEE1,,2020-12-06,60 to 79,,,225,Number,Registered deaths,0
CPWEE1,,2020-12-06,80 and over,,,306,Number,Registered deaths,0
CPWEE1,,2020-12-06,Total,,,643,Number,Registered deaths,0
CPWEE1,,2020-12-06,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2020-12-13,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2020-12-13,60 to 79,,,201,Number,Registered deaths,0
CPWEE1,,2020-12-13,80 and over,,,346,Number,Registered deaths,0
CPWEE1,,2020-12-13,Total,,,639,Number,Registered deaths,0
CPWEE1,,2020-12-13,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2020-12-20,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2020-12-20,60 to 79,,,225,Number,Registered deaths,0
CPWEE1,,2020-12-20,80 and over,,,344,Number,Registered deaths,0
CPWEE1,,2020-12-20,Total,,,670,Number,Registered deaths,0
CPWEE1,,2020-12-20,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2020-12-27,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2020-12-27,60 to 79,,,227,Number,Registered deaths,0
CPWEE1,,2020-12-27,80 and over,,,312,Number,Registered deaths,0
CPWEE1,,2020-12-27,Total,,,625,Number,Registered deaths,0
CPWEE1,,2020-12-27,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2021-01-03,30 to 59,,,74,Number,Registered deaths,0
CPWEE1,,2021-01-03,60 to 79,,,225,Number,Registered deaths,0
CPWEE1,,2021-01-03,80 and over,,,351,Number,Registered deaths,0
CPWEE1,,2021-01-03,Total,,,675,Number,Registered deaths,0
CPWEE1,,2021-01-03,Under 30,,,25,Number,Registered deaths,0
CPWEE1,,2021-01-10,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2021-01-10,60 to 79,,,236,Number,Registered deaths,0
CPWEE1,,2021-01-10,80 and over,,,345,Number,Registered deaths,0
CPWEE1,,2021-01-10,Total,,,669,Number,Registered deaths,0
CPWEE1,,2021-01-10,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2021-01-17,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2021-01-17,60 to 79,,,222,Number,Registered deaths,0
CPWEE1,,2021-01-17,80 and over,,,316,Number,Registered deaths,0
CPWEE1,,2021-01-17,Total,,,631,Number,Registered deaths,0
CPWEE1,,2021-01-17,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2021-01-24,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2021-01-24,60 to 79,,,250,Number,Registered deaths,0
CPWEE1,,2021-01-24,80 and over,,,315,Number,Registered deaths,0
CPWEE1,,2021-01-24,Total,,,659,Number,Registered deaths,0
CPWEE1,,2021-01-24,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2021-01-31,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2021-01-31,60 to 79,,,208,Number,Registered deaths,0
CPWEE1,,2021-01-31,80 and over,,,316,Number,Registered deaths,0
CPWEE1,,2021-01-31,Total,,,603,Number,Registered deaths,0
CPWEE1,,2021-01-31,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2021-02-07,30 to 59,,,95,Number,Registered deaths,0
CPWEE1,,2021-02-07,60 to 79,,,220,Number,Registered deaths,0
CPWEE1,,2021-02-07,80 and over,,,314,Number,Registered deaths,0
CPWEE1,,2021-02-07,Total,,,642,Number,Registered deaths,0
CPWEE1,,2021-02-07,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2021-02-14,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2021-02-14,60 to 79,,,235,Number,Registered deaths,0
CPWEE1,,2021-02-14,80 and over,,,327,Number,Registered deaths,0
CPWEE1,,2021-02-14,Total,,,647,Number,Registered deaths,0
CPWEE1,,2021-02-14,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2021-02-21,30 to 59,,,74,Number,Registered deaths,0
CPWEE1,,2021-02-21,60 to 79,,,196,Number,Registered deaths,0
CPWEE1,,2021-02-21,80 and over,,,307,Number,Registered deaths,0
CPWEE1,,2021-02-21,Total,,,591,Number,Registered deaths,0
CPWEE1,,2021-02-21,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2021-02-28,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2021-02-28,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2021-02-28,80 and over,,,305,Number,Registered deaths,0
CPWEE1,,2021-02-28,Total,,,603,Number,Registered deaths,0
CPWEE1,,2021-02-28,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2021-03-07,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2021-03-07,60 to 79,,,210,Number,Registered deaths,0
CPWEE1,,2021-03-07,80 and over,,,331,Number,Registered deaths,0
CPWEE1,,2021-03-07,Total,,,640,Number,Registered deaths,0
CPWEE1,,2021-03-07,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2021-03-14,30 to 59,,,79,Number,Registered deaths,0
CPWEE1,,2021-03-14,60 to 79,,,212,Number,Registered deaths,0
CPWEE1,,2021-03-14,80 and over,,,311,Number,Registered deaths,0
CPWEE1,,2021-03-14,Total,,,618,Number,Registered deaths,0
CPWEE1,,2021-03-14,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2021-03-21,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2021-03-21,60 to 79,,,209,Number,Registered deaths,0
CPWEE1,,2021-03-21,80 and over,,,321,Number,Registered deaths,0
CPWEE1,,2021-03-21,Total,,,630,Number,Registered deaths,0
CPWEE1,,2021-03-21,Under 30,,,24,Number,Registered deaths,0
CPWEE1,,2021-03-28,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2021-03-28,60 to 79,,,229,Number,Registered deaths,0
CPWEE1,,2021-03-28,80 and over,,,330,Number,Registered deaths,0
CPWEE1,,2021-03-28,Total,,,638,Number,Registered deaths,0
CPWEE1,,2021-03-28,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2021-04-04,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2021-04-04,60 to 79,,,252,Number,Registered deaths,0
CPWEE1,,2021-04-04,80 and over,,,329,Number,Registered deaths,0
CPWEE1,,2021-04-04,Total,,,679,Number,Registered deaths,0
CPWEE1,,2021-04-04,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2021-04-11,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2021-04-11,60 to 79,,,204,Number,Registered deaths,0
CPWEE1,,2021-04-11,80 and over,,,336,Number,Registered deaths,0
CPWEE1,,2021-04-11,Total,,,631,Number,Registered deaths,0
CPWEE1,,2021-04-11,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2021-04-18,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2021-04-18,60 to 79,,,201,Number,Registered deaths,0
CPWEE1,,2021-04-18,80 and over,,,329,Number,Registered deaths,0
CPWEE1,,2021-04-18,Total,,,629,Number,Registered deaths,0
CPWEE1,,2021-04-18,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2021-04-25,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2021-04-25,60 to 79,,,225,Number,Registered deaths,0
CPWEE1,,2021-04-25,80 and over,,,330,Number,Registered deaths,0
CPWEE1,,2021-04-25,Total,,,639,Number,Registered deaths,0
CPWEE1,,2021-04-25,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2021-05-02,30 to 59,,,81,Number,Registered deaths,0
CPWEE1,,2021-05-02,60 to 79,,,233,Number,Registered deaths,0
CPWEE1,,2021-05-02,80 and over,,,359,Number,Registered deaths,0
CPWEE1,,2021-05-02,Total,,,687,Number,Registered deaths,0
CPWEE1,,2021-05-02,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2021-05-09,30 to 59,,,81,Number,Registered deaths,0
CPWEE1,,2021-05-09,60 to 79,,,217,Number,Registered deaths,0
CPWEE1,,2021-05-09,80 and over,,,346,Number,Registered deaths,0
CPWEE1,,2021-05-09,Total,,,656,Number,Registered deaths,0
CPWEE1,,2021-05-09,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2021-05-16,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2021-05-16,60 to 79,,,239,Number,Registered deaths,0
CPWEE1,,2021-05-16,80 and over,,,311,Number,Registered deaths,0
CPWEE1,,2021-05-16,Total,,,638,Number,Registered deaths,0
CPWEE1,,2021-05-16,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2021-05-23,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2021-05-23,60 to 79,,,231,Number,Registered deaths,0
CPWEE1,,2021-05-23,80 and over,,,367,Number,Registered deaths,0
CPWEE1,,2021-05-23,Total,,,680,Number,Registered deaths,0
CPWEE1,,2021-05-23,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2021-05-30,30 to 59,,,84,Number,Registered deaths,0
CPWEE1,,2021-05-30,60 to 79,,,226,Number,Registered deaths,0
CPWEE1,,2021-05-30,80 and over,,,334,Number,Registered deaths,0
CPWEE1,,2021-05-30,Total,,,658,Number,Registered deaths,0
CPWEE1,,2021-05-30,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2021-06-06,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2021-06-06,60 to 79,,,230,Number,Registered deaths,0
CPWEE1,,2021-06-06,80 and over,,,376,Number,Registered deaths,0
CPWEE1,,2021-06-06,Total,,,682,Number,Registered deaths,0
CPWEE1,,2021-06-06,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2021-06-13,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2021-06-13,60 to 79,,,229,Number,Registered deaths,0
CPWEE1,,2021-06-13,80 and over,,,371,Number,Registered deaths,0
CPWEE1,,2021-06-13,Total,,,684,Number,Registered deaths,0
CPWEE1,,2021-06-13,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2021-06-20,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2021-06-20,60 to 79,,,252,Number,Registered deaths,0
CPWEE1,,2021-06-20,80 and over,,,384,Number,Registered deaths,0
CPWEE1,,2021-06-20,Total,,,738,Number,Registered deaths,0
CPWEE1,,2021-06-20,Under 30,,,25,Number,Registered deaths,0
CPWEE1,,2021-06-27,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2021-06-27,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2021-06-27,80 and over,,,353,Number,Registered deaths,0
CPWEE1,,2021-06-27,Total,,,665,Number,Registered deaths,0
CPWEE1,,2021-06-27,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2021-07-04,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2021-07-04,60 to 79,,,229,Number,Registered deaths,0
CPWEE1,,2021-07-04,80 and over,,,346,Number,Registered deaths,0
CPWEE1,,2021-07-04,Total,,,662,Number,Registered deaths,0
CPWEE1,,2021-07-04,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2021-07-11,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2021-07-11,60 to 79,,,261,Number,Registered deaths,0
CPWEE1,,2021-07-11,80 and over,,,393,Number,Registered deaths,0
CPWEE1,,2021-07-11,Total,,,743,Number,Registered deaths,0
CPWEE1,,2021-07-11,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2021-07-18,30 to 59,,,62,Number,Registered deaths,0
