ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPWEE1,,2013-12-01,80 and over,,,269,Number,Registered deaths,0
CPWEE1,,2013-12-01,Total,,,525,Number,Registered deaths,0
CPWEE1,,2013-12-01,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2013-12-08,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2013-12-08,60 to 79,,,174,Number,Registered deaths,0
CPWEE1,,2013-12-08,80 and over,,,250,Number,Registered deaths,0
CPWEE1,,2013-12-08,Total,,,505,Number,Registered deaths,0
CPWEE1,,2013-12-08,Under 30,,,9,Number,Registered deaths,0
CPWEE1,,2013-12-15,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2013-12-15,60 to 79,,,175,Number,Registered deaths,0
CPWEE1,,2013-12-15,80 and over,,,280,Number,Registered deaths,0
CPWEE1,,2013-12-15,Total,,,526,Number,Registered deaths,0
CPWEE1,,2013-12-15,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2013-12-22,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2013-12-22,60 to 79,,,167,Number,Registered deaths,0
CPWEE1,,2013-12-22,80 and over,,,272,Number,Registered deaths,0
CPWEE1,,2013-12-22,Total,,,527,Number,Registered deaths,0
CPWEE1,,2013-12-22,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2013-12-29,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2013-12-29,60 to 79,,,179,Number,Registered deaths,0
CPWEE1,,2013-12-29,80 and over,,,245,Number,Registered deaths,0
CPWEE1,,2013-12-29,Total,,,516,Number,Registered deaths,0
CPWEE1,,2013-12-29,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2014-01-05,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2014-01-05,60 to 79,,,177,Number,Registered deaths,0
CPWEE1,,2014-01-05,80 and over,,,267,Number,Registered deaths,0
CPWEE1,,2014-01-05,Total,,,525,Number,Registered deaths,0
CPWEE1,,2014-01-05,Under 30,,,9,Number,Registered deaths,0
CPWEE1,,2014-01-12,30 to 59,,,58,Number,Registered deaths,0
CPWEE1,,2014-01-12,60 to 79,,,196,Number,Registered deaths,0
CPWEE1,,2014-01-12,80 and over,,,253,Number,Registered deaths,0
CPWEE1,,2014-01-12,Total,,,522,Number,Registered deaths,0
CPWEE1,,2014-01-12,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2014-01-19,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2014-01-19,60 to 79,,,185,Number,Registered deaths,0
CPWEE1,,2014-01-19,80 and over,,,270,Number,Registered deaths,0
CPWEE1,,2014-01-19,Total,,,545,Number,Registered deaths,0
CPWEE1,,2014-01-19,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2014-01-26,30 to 59,,,55,Number,Registered deaths,0
CPWEE1,,2014-01-26,60 to 79,,,173,Number,Registered deaths,0
CPWEE1,,2014-01-26,80 and over,,,277,Number,Registered deaths,0
CPWEE1,,2014-01-26,Total,,,520,Number,Registered deaths,0
CPWEE1,,2014-01-26,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2014-02-02,30 to 59,,,50,Number,Registered deaths,0
CPWEE1,,2014-02-02,60 to 79,,,170,Number,Registered deaths,0
CPWEE1,,2014-02-02,80 and over,,,261,Number,Registered deaths,0
CPWEE1,,2014-02-02,Total,,,497,Number,Registered deaths,0
CPWEE1,,2014-02-02,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2014-02-09,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2014-02-09,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2014-02-09,80 and over,,,263,Number,Registered deaths,0
CPWEE1,,2014-02-09,Total,,,542,Number,Registered deaths,0
CPWEE1,,2014-02-09,Under 30,,,10,Number,Registered deaths,0
CPWEE1,,2014-02-16,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2014-02-16,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2014-02-16,80 and over,,,273,Number,Registered deaths,0
CPWEE1,,2014-02-16,Total,,,565,Number,Registered deaths,0
CPWEE1,,2014-02-16,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2014-02-23,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2014-02-23,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2014-02-23,80 and over,,,262,Number,Registered deaths,0
CPWEE1,,2014-02-23,Total,,,546,Number,Registered deaths,0
CPWEE1,,2014-02-23,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2014-03-02,30 to 59,,,61,Number,Registered deaths,0
CPWEE1,,2014-03-02,60 to 79,,,178,Number,Registered deaths,0
CPWEE1,,2014-03-02,80 and over,,,274,Number,Registered deaths,0
CPWEE1,,2014-03-02,Total,,,532,Number,Registered deaths,0
CPWEE1,,2014-03-02,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2014-03-09,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2014-03-09,60 to 79,,,180,Number,Registered deaths,0
CPWEE1,,2014-03-09,80 and over,,,265,Number,Registered deaths,0
CPWEE1,,2014-03-09,Total,,,528,Number,Registered deaths,0
CPWEE1,,2014-03-09,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2014-03-16,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2014-03-16,60 to 79,,,169,Number,Registered deaths,0
CPWEE1,,2014-03-16,80 and over,,,309,Number,Registered deaths,0
CPWEE1,,2014-03-16,Total,,,553,Number,Registered deaths,0
CPWEE1,,2014-03-16,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2014-03-23,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2014-03-23,60 to 79,,,168,Number,Registered deaths,0
CPWEE1,,2014-03-23,80 and over,,,271,Number,Registered deaths,0
CPWEE1,,2014-03-23,Total,,,513,Number,Registered deaths,0
CPWEE1,,2014-03-23,Under 30,,,7,Number,Registered deaths,0
CPWEE1,,2014-03-30,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2014-03-30,60 to 79,,,181,Number,Registered deaths,0
CPWEE1,,2014-03-30,80 and over,,,260,Number,Registered deaths,0
CPWEE1,,2014-03-30,Total,,,533,Number,Registered deaths,0
CPWEE1,,2014-03-30,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2014-04-06,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2014-04-06,60 to 79,,,192,Number,Registered deaths,0
CPWEE1,,2014-04-06,80 and over,,,243,Number,Registered deaths,0
CPWEE1,,2014-04-06,Total,,,515,Number,Registered deaths,0
CPWEE1,,2014-04-06,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2014-04-13,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2014-04-13,60 to 79,,,174,Number,Registered deaths,0
CPWEE1,,2014-04-13,80 and over,,,238,Number,Registered deaths,0
CPWEE1,,2014-04-13,Total,,,496,Number,Registered deaths,0
CPWEE1,,2014-04-13,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2014-04-20,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2014-04-20,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2014-04-20,80 and over,,,303,Number,Registered deaths,0
CPWEE1,,2014-04-20,Total,,,603,Number,Registered deaths,0
CPWEE1,,2014-04-20,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2014-04-27,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2014-04-27,60 to 79,,,182,Number,Registered deaths,0
CPWEE1,,2014-04-27,80 and over,,,276,Number,Registered deaths,0
CPWEE1,,2014-04-27,Total,,,542,Number,Registered deaths,0
CPWEE1,,2014-04-27,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2014-05-04,30 to 59,,,55,Number,Registered deaths,0
CPWEE1,,2014-05-04,60 to 79,,,177,Number,Registered deaths,0
CPWEE1,,2014-05-04,80 and over,,,300,Number,Registered deaths,0
CPWEE1,,2014-05-04,Total,,,550,Number,Registered deaths,0
CPWEE1,,2014-05-04,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2014-05-11,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2014-05-11,60 to 79,,,206,Number,Registered deaths,0
CPWEE1,,2014-05-11,80 and over,,,278,Number,Registered deaths,0
CPWEE1,,2014-05-11,Total,,,557,Number,Registered deaths,0
CPWEE1,,2014-05-11,Under 30,,,9,Number,Registered deaths,0
CPWEE1,,2014-05-18,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2014-05-18,60 to 79,,,196,Number,Registered deaths,0
CPWEE1,,2014-05-18,80 and over,,,339,Number,Registered deaths,0
CPWEE1,,2014-05-18,Total,,,618,Number,Registered deaths,0
CPWEE1,,2014-05-18,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2014-05-25,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2014-05-25,60 to 79,,,212,Number,Registered deaths,0
CPWEE1,,2014-05-25,80 and over,,,323,Number,Registered deaths,0
CPWEE1,,2014-05-25,Total,,,637,Number,Registered deaths,0
CPWEE1,,2014-05-25,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2014-06-01,30 to 59,,,81,Number,Registered deaths,0
CPWEE1,,2014-06-01,60 to 79,,,194,Number,Registered deaths,0
CPWEE1,,2014-06-01,80 and over,,,363,Number,Registered deaths,0
CPWEE1,,2014-06-01,Total,,,657,Number,Registered deaths,0
CPWEE1,,2014-06-01,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2014-06-08,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2014-06-08,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2014-06-08,80 and over,,,317,Number,Registered deaths,0
CPWEE1,,2014-06-08,Total,,,607,Number,Registered deaths,0
CPWEE1,,2014-06-08,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2014-06-15,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2014-06-15,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2014-06-15,80 and over,,,299,Number,Registered deaths,0
CPWEE1,,2014-06-15,Total,,,578,Number,Registered deaths,0
CPWEE1,,2014-06-15,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2014-06-22,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2014-06-22,60 to 79,,,203,Number,Registered deaths,0
CPWEE1,,2014-06-22,80 and over,,,334,Number,Registered deaths,0
CPWEE1,,2014-06-22,Total,,,625,Number,Registered deaths,0
CPWEE1,,2014-06-22,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2014-06-29,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2014-06-29,60 to 79,,,209,Number,Registered deaths,0
CPWEE1,,2014-06-29,80 and over,,,353,Number,Registered deaths,0
CPWEE1,,2014-06-29,Total,,,653,Number,Registered deaths,0
CPWEE1,,2014-06-29,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2014-07-06,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2014-07-06,60 to 79,,,217,Number,Registered deaths,0
CPWEE1,,2014-07-06,80 and over,,,363,Number,Registered deaths,0
CPWEE1,,2014-07-06,Total,,,658,Number,Registered deaths,0
CPWEE1,,2014-07-06,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2014-07-13,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2014-07-13,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2014-07-13,80 and over,,,360,Number,Registered deaths,0
CPWEE1,,2014-07-13,Total,,,678,Number,Registered deaths,0
CPWEE1,,2014-07-13,Under 30,,,28,Number,Registered deaths,0
CPWEE1,,2014-07-20,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2014-07-20,60 to 79,,,211,Number,Registered deaths,0
CPWEE1,,2014-07-20,80 and over,,,337,Number,Registered deaths,0
CPWEE1,,2014-07-20,Total,,,632,Number,Registered deaths,0
CPWEE1,,2014-07-20,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2014-07-27,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2014-07-27,60 to 79,,,227,Number,Registered deaths,0
CPWEE1,,2014-07-27,80 and over,,,383,Number,Registered deaths,0
CPWEE1,,2014-07-27,Total,,,699,Number,Registered deaths,0
CPWEE1,,2014-07-27,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2014-08-03,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2014-08-03,60 to 79,,,233,Number,Registered deaths,0
CPWEE1,,2014-08-03,80 and over,,,365,Number,Registered deaths,0
CPWEE1,,2014-08-03,Total,,,680,Number,Registered deaths,0
CPWEE1,,2014-08-03,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2014-08-10,30 to 59,,,57,Number,Registered deaths,0
CPWEE1,,2014-08-10,60 to 79,,,227,Number,Registered deaths,0
CPWEE1,,2014-08-10,80 and over,,,378,Number,Registered deaths,0
CPWEE1,,2014-08-10,Total,,,684,Number,Registered deaths,0
CPWEE1,,2014-08-10,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2014-08-17,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2014-08-17,60 to 79,,,212,Number,Registered deaths,0
CPWEE1,,2014-08-17,80 and over,,,362,Number,Registered deaths,0
CPWEE1,,2014-08-17,Total,,,669,Number,Registered deaths,0
CPWEE1,,2014-08-17,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2014-08-24,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2014-08-24,60 to 79,,,226,Number,Registered deaths,0
CPWEE1,,2014-08-24,80 and over,,,351,Number,Registered deaths,0
CPWEE1,,2014-08-24,Total,,,651,Number,Registered deaths,0
CPWEE1,,2014-08-24,Under 30,,,8,Number,Registered deaths,0
CPWEE1,,2014-08-31,30 to 59,,,95,Number,Registered deaths,0
CPWEE1,,2014-08-31,60 to 79,,,198,Number,Registered deaths,0
CPWEE1,,2014-08-31,80 and over,,,314,Number,Registered deaths,0
CPWEE1,,2014-08-31,Total,,,625,Number,Registered deaths,0
CPWEE1,,2014-08-31,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2014-09-07,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2014-09-07,60 to 79,,,239,Number,Registered deaths,0
CPWEE1,,2014-09-07,80 and over,,,365,Number,Registered deaths,0
CPWEE1,,2014-09-07,Total,,,678,Number,Registered deaths,0
CPWEE1,,2014-09-07,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2014-09-14,30 to 59,,,79,Number,Registered deaths,0
CPWEE1,,2014-09-14,60 to 79,,,235,Number,Registered deaths,0
CPWEE1,,2014-09-14,80 and over,,,371,Number,Registered deaths,0
CPWEE1,,2014-09-14,Total,,,703,Number,Registered deaths,0
CPWEE1,,2014-09-14,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2014-09-21,30 to 59,,,84,Number,Registered deaths,0
CPWEE1,,2014-09-21,60 to 79,,,204,Number,Registered deaths,0
CPWEE1,,2014-09-21,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2014-09-21,Total,,,605,Number,Registered deaths,0
CPWEE1,,2014-09-21,Under 30,,,7,Number,Registered deaths,0
CPWEE1,,2014-09-28,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2014-09-28,60 to 79,,,217,Number,Registered deaths,0
CPWEE1,,2014-09-28,80 and over,,,343,Number,Registered deaths,0
CPWEE1,,2014-09-28,Total,,,642,Number,Registered deaths,0
CPWEE1,,2014-09-28,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2014-10-05,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2014-10-05,60 to 79,,,220,Number,Registered deaths,0
CPWEE1,,2014-10-05,80 and over,,,364,Number,Registered deaths,0
CPWEE1,,2014-10-05,Total,,,671,Number,Registered deaths,0
CPWEE1,,2014-10-05,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2014-10-12,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2014-10-12,60 to 79,,,202,Number,Registered deaths,0
CPWEE1,,2014-10-12,80 and over,,,344,Number,Registered deaths,0
CPWEE1,,2014-10-12,Total,,,628,Number,Registered deaths,0
CPWEE1,,2014-10-12,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2014-10-19,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2014-10-19,60 to 79,,,224,Number,Registered deaths,0
CPWEE1,,2014-10-19,80 and over,,,308,Number,Registered deaths,0
CPWEE1,,2014-10-19,Total,,,600,Number,Registered deaths,0
CPWEE1,,2014-10-19,Under 30,,,9,Number,Registered deaths,0
CPWEE1,,2014-10-26,30 to 59,,,74,Number,Registered deaths,0
CPWEE1,,2014-10-26,60 to 79,,,191,Number,Registered deaths,0
CPWEE1,,2014-10-26,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2014-10-26,Total,,,597,Number,Registered deaths,0
CPWEE1,,2014-10-26,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2014-11-02,30 to 59,,,79,Number,Registered deaths,0
CPWEE1,,2014-11-02,60 to 79,,,202,Number,Registered deaths,0
CPWEE1,,2014-11-02,80 and over,,,301,Number,Registered deaths,0
CPWEE1,,2014-11-02,Total,,,600,Number,Registered deaths,0
CPWEE1,,2014-11-02,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2014-11-09,30 to 59,,,60,Number,Registered deaths,0
CPWEE1,,2014-11-09,60 to 79,,,225,Number,Registered deaths,0
CPWEE1,,2014-11-09,80 and over,,,293,Number,Registered deaths,0
CPWEE1,,2014-11-09,Total,,,594,Number,Registered deaths,0
CPWEE1,,2014-11-09,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2014-11-16,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2014-11-16,60 to 79,,,190,Number,Registered deaths,0
CPWEE1,,2014-11-16,80 and over,,,307,Number,Registered deaths,0
CPWEE1,,2014-11-16,Total,,,575,Number,Registered deaths,0
CPWEE1,,2014-11-16,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2014-11-23,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2014-11-23,60 to 79,,,198,Number,Registered deaths,0
CPWEE1,,2014-11-23,80 and over,,,333,Number,Registered deaths,0
CPWEE1,,2014-11-23,Total,,,613,Number,Registered deaths,0
CPWEE1,,2014-11-23,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2014-11-30,30 to 59,,,61,Number,Registered deaths,0
CPWEE1,,2014-11-30,60 to 79,,,208,Number,Registered deaths,0
CPWEE1,,2014-11-30,80 and over,,,296,Number,Registered deaths,0
CPWEE1,,2014-11-30,Total,,,585,Number,Registered deaths,0
CPWEE1,,2014-11-30,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2014-12-07,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2014-12-07,60 to 79,,,169,Number,Registered deaths,0
CPWEE1,,2014-12-07,80 and over,,,315,Number,Registered deaths,0
CPWEE1,,2014-12-07,Total,,,580,Number,Registered deaths,0
CPWEE1,,2014-12-07,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2014-12-14,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2014-12-14,60 to 79,,,183,Number,Registered deaths,0
CPWEE1,,2014-12-14,80 and over,,,283,Number,Registered deaths,0
CPWEE1,,2014-12-14,Total,,,561,Number,Registered deaths,0
CPWEE1,,2014-12-14,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2014-12-21,30 to 59,,,81,Number,Registered deaths,0
CPWEE1,,2014-12-21,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2014-12-21,80 and over,,,288,Number,Registered deaths,0
CPWEE1,,2014-12-21,Total,,,595,Number,Registered deaths,0
CPWEE1,,2014-12-21,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2014-12-28,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2014-12-28,60 to 79,,,206,Number,Registered deaths,0
CPWEE1,,2014-12-28,80 and over,,,290,Number,Registered deaths,0
CPWEE1,,2014-12-28,Total,,,587,Number,Registered deaths,0
CPWEE1,,2014-12-28,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2015-01-04,30 to 59,,,85,Number,Registered deaths,0
CPWEE1,,2015-01-04,60 to 79,,,184,Number,Registered deaths,0
CPWEE1,,2015-01-04,80 and over,,,275,Number,Registered deaths,0
CPWEE1,,2015-01-04,Total,,,564,Number,Registered deaths,0
CPWEE1,,2015-01-04,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2015-01-11,30 to 59,,,63,Number,Registered deaths,0
CPWEE1,,2015-01-11,60 to 79,,,208,Number,Registered deaths,0
CPWEE1,,2015-01-11,80 and over,,,278,Number,Registered deaths,0
CPWEE1,,2015-01-11,Total,,,566,Number,Registered deaths,0
CPWEE1,,2015-01-11,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2015-01-18,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2015-01-18,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2015-01-18,80 and over,,,285,Number,Registered deaths,0
CPWEE1,,2015-01-18,Total,,,595,Number,Registered deaths,0
CPWEE1,,2015-01-18,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2015-01-25,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2015-01-25,60 to 79,,,160,Number,Registered deaths,0
CPWEE1,,2015-01-25,80 and over,,,289,Number,Registered deaths,0
CPWEE1,,2015-01-25,Total,,,531,Number,Registered deaths,0
CPWEE1,,2015-01-25,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2015-02-01,30 to 59,,,58,Number,Registered deaths,0
CPWEE1,,2015-02-01,60 to 79,,,186,Number,Registered deaths,0
CPWEE1,,2015-02-01,80 and over,,,330,Number,Registered deaths,0
CPWEE1,,2015-02-01,Total,,,587,Number,Registered deaths,0
CPWEE1,,2015-02-01,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2015-02-08,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2015-02-08,60 to 79,,,206,Number,Registered deaths,0
CPWEE1,,2015-02-08,80 and over,,,276,Number,Registered deaths,0
CPWEE1,,2015-02-08,Total,,,567,Number,Registered deaths,0
CPWEE1,,2015-02-08,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2015-02-15,30 to 59,,,92,Number,Registered deaths,0
CPWEE1,,2015-02-15,60 to 79,,,203,Number,Registered deaths,0
CPWEE1,,2015-02-15,80 and over,,,269,Number,Registered deaths,0
CPWEE1,,2015-02-15,Total,,,577,Number,Registered deaths,0
CPWEE1,,2015-02-15,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2015-02-22,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2015-02-22,60 to 79,,,188,Number,Registered deaths,0
CPWEE1,,2015-02-22,80 and over,,,268,Number,Registered deaths,0
CPWEE1,,2015-02-22,Total,,,542,Number,Registered deaths,0
CPWEE1,,2015-02-22,Under 30,,,24,Number,Registered deaths,0
CPWEE1,,2015-03-01,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2015-03-01,60 to 79,,,224,Number,Registered deaths,0
CPWEE1,,2015-03-01,80 and over,,,284,Number,Registered deaths,0
CPWEE1,,2015-03-01,Total,,,586,Number,Registered deaths,0
CPWEE1,,2015-03-01,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2015-03-08,30 to 59,,,51,Number,Registered deaths,0
CPWEE1,,2015-03-08,60 to 79,,,192,Number,Registered deaths,0
CPWEE1,,2015-03-08,80 and over,,,296,Number,Registered deaths,0
CPWEE1,,2015-03-08,Total,,,550,Number,Registered deaths,0
CPWEE1,,2015-03-08,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2015-03-15,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2015-03-15,60 to 79,,,190,Number,Registered deaths,0
CPWEE1,,2015-03-15,80 and over,,,263,Number,Registered deaths,0
CPWEE1,,2015-03-15,Total,,,552,Number,Registered deaths,0
CPWEE1,,2015-03-15,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2015-03-22,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2015-03-22,60 to 79,,,203,Number,Registered deaths,0
CPWEE1,,2015-03-22,80 and over,,,271,Number,Registered deaths,0
CPWEE1,,2015-03-22,Total,,,567,Number,Registered deaths,0
CPWEE1,,2015-03-22,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2015-03-29,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2015-03-29,60 to 79,,,192,Number,Registered deaths,0
CPWEE1,,2015-03-29,80 and over,,,297,Number,Registered deaths,0
CPWEE1,,2015-03-29,Total,,,575,Number,Registered deaths,0
CPWEE1,,2015-03-29,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2015-04-05,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2015-04-05,60 to 79,,,197,Number,Registered deaths,0
CPWEE1,,2015-04-05,80 and over,,,308,Number,Registered deaths,0
CPWEE1,,2015-04-05,Total,,,586,Number,Registered deaths,0
CPWEE1,,2015-04-05,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2015-04-12,30 to 59,,,53,Number,Registered deaths,0
CPWEE1,,2015-04-12,60 to 79,,,182,Number,Registered deaths,0
CPWEE1,,2015-04-12,80 and over,,,311,Number,Registered deaths,0
CPWEE1,,2015-04-12,Total,,,565,Number,Registered deaths,0
CPWEE1,,2015-04-12,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2015-04-19,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2015-04-19,60 to 79,,,204,Number,Registered deaths,0
CPWEE1,,2015-04-19,80 and over,,,269,Number,Registered deaths,0
CPWEE1,,2015-04-19,Total,,,554,Number,Registered deaths,0
CPWEE1,,2015-04-19,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2015-04-26,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2015-04-26,60 to 79,,,208,Number,Registered deaths,0
CPWEE1,,2015-04-26,80 and over,,,279,Number,Registered deaths,0
CPWEE1,,2015-04-26,Total,,,576,Number,Registered deaths,0
CPWEE1,,2015-04-26,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2015-05-03,30 to 59,,,63,Number,Registered deaths,0
CPWEE1,,2015-05-03,60 to 79,,,207,Number,Registered deaths,0
CPWEE1,,2015-05-03,80 and over,,,296,Number,Registered deaths,0
CPWEE1,,2015-05-03,Total,,,578,Number,Registered deaths,0
CPWEE1,,2015-05-03,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2015-05-10,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2015-05-10,60 to 79,,,228,Number,Registered deaths,0
CPWEE1,,2015-05-10,80 and over,,,300,Number,Registered deaths,0
CPWEE1,,2015-05-10,Total,,,620,Number,Registered deaths,0
CPWEE1,,2015-05-10,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2015-05-17,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2015-05-17,60 to 79,,,198,Number,Registered deaths,0
CPWEE1,,2015-05-17,80 and over,,,297,Number,Registered deaths,0
CPWEE1,,2015-05-17,Total,,,583,Number,Registered deaths,0
CPWEE1,,2015-05-17,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2015-05-24,30 to 59,,,63,Number,Registered deaths,0
CPWEE1,,2015-05-24,60 to 79,,,191,Number,Registered deaths,0
CPWEE1,,2015-05-24,80 and over,,,299,Number,Registered deaths,0
CPWEE1,,2015-05-24,Total,,,565,Number,Registered deaths,0
